id	name	chi2	pval
11749	4.1-ngram.current_user_utterance__sea	0.4735	0.9247
11750	4.1-ngram.current_user_utterance__sea food	0.4735	0.9247
11751	4.1-ngram.current_user_utterance__ok know	0.4724	0.9249
11752	4.1-ngram.next_system_utterance__01223321551 price main	0.4723	0.9249
11753	4.1-ngram.next_system_utterance__01223321551 price	0.4723	0.9249
11754	4.1-ngram.next_user_utterance__restaurant castlehill	0.4716	0.9251
11755	4.1-ngram.next_user_utterance__cheap restaurant castlehill	0.4716	0.9251
11756	4.1-ngram.next_user_utterance__uh price range	0.4714	0.9251
11757	4.1-ngram.next_user_utterance__uh price	0.4714	0.9251
11758	4.1-ngram.next_system_utterance__01223864602 price main	0.4706	0.9253
11759	4.1-ngram.next_system_utterance__01223864602 price	0.4706	0.9253
11760	4.1-ngram.next_system_utterance__riverside restaurant fen	0.4702	0.9254
11761	4.1-ngram.next_user_utterance__like know	0.4701	0.9254
11762	4.1-ngram.next_system_utterance__blue area	0.4689	0.9257
11763	4.1-ngram.next_system_utterance__cambridge blue area	0.4689	0.9257
11764	4.1-ngram.next_system_utterance__blue area postcode	0.4689	0.9257
11765	4.1-ngram.next_system_utterance__vegetarian food great	0.4686	0.9257
11766	4.1-ngram.next_system_utterance__3jx	0.4675	0.9260
11767	4.1-ngram.next_system_utterance__cb2 3jx	0.4675	0.9260
11768	4.1-ngram.next_system_utterance__postcode cb2 3jx	0.4675	0.9260
11769	4.1-ngram.current_user_utterance__im looking mediterranean	0.4672	0.9260
11770	4.1-ngram.current_user_utterance__telephone number post	0.4667	0.9262
11771	4.1-ngram.current_user_utterance__need telephone	0.4667	0.9262
11772	4.1-ngram.current_user_utterance__need telephone number	0.4667	0.9262
11773	4.1-ngram.next_system_utterance__seafood venue	0.4647	0.9266
11774	4.1-ngram.next_system_utterance__looking seafood	0.4647	0.9266
11775	4.1-ngram.next_system_utterance__looking seafood venue	0.4647	0.9266
11776	4.1-ngram.next_system_utterance__confirm looking seafood	0.4647	0.9266
11777	4.1-ngram.next_system_utterance__area serving mexican	0.4646	0.9266
11778	4.1-ngram.current_user_utterance__im looking french	0.4631	0.9269
11779	4.1-ngram.next_system_utterance__saint 01223880244 price	0.4602	0.9276
11780	4.1-ngram.next_system_utterance__indian food great	0.4596	0.9277
11781	4.1-ngram.next_system_utterance__beef outstanding venue	0.4593	0.9277
11782	4.1-ngram.current_user_utterance__want cheap	0.4588	0.9278
11783	4.1-ngram.next_system_utterance__al casbah serves	0.4588	0.9278
11784	4.1-ngram.next_system_utterance__casbah serves	0.4588	0.9278
11785	4.1-ngram.next_system_utterance__casbah serves mediterranean	0.4588	0.9278
11786	4.1-ngram.next_system_utterance__contemporary english	0.4563	0.9284
11787	4.1-ngram.next_system_utterance__20 pounds 50	0.4555	0.9285
11788	4.1-ngram.next_system_utterance__cappuccino pound 35	0.4555	0.9285
11789	4.1-ngram.next_system_utterance__pound 35	0.4555	0.9285
11790	4.1-ngram.next_system_utterance__pound 20 pounds	0.4555	0.9285
11791	4.1-ngram.next_system_utterance__pound 20	0.4555	0.9285
11792	4.1-ngram.next_system_utterance__ranges pound 20	0.4555	0.9285
11793	4.1-ngram.next_system_utterance__mexico 01223902150 price	0.4555	0.9286
11794	4.1-ngram.next_system_utterance__phone number 01223880244	0.4547	0.9287
11795	4.1-ngram.next_system_utterance__fulbourn phone	0.4547	0.9287
11796	4.1-ngram.next_system_utterance__fulbourn phone number	0.4547	0.9287
11797	4.1-ngram.next_system_utterance__number 01223880244	0.4547	0.9287
11798	4.1-ngram.next_system_utterance__saint fulbourn phone	0.4547	0.9287
11799	4.1-ngram.next_system_utterance__lensfield road phone	0.4546	0.9287
11800	4.1-ngram.next_system_utterance__number 01223323361	0.4546	0.9287
11801	4.1-ngram.next_system_utterance__phone number 01223323361	0.4546	0.9287
11802	4.1-ngram.next_system_utterance__caffe uno area	0.4543	0.9288
11803	4.1-ngram.next_system_utterance__uno area postcode	0.4543	0.9288
11804	4.1-ngram.next_system_utterance__cb2 1uj	0.4543	0.9288
11805	4.1-ngram.next_system_utterance__1uj	0.4543	0.9288
11806	4.1-ngram.next_system_utterance__uno area	0.4543	0.9288
11807	4.1-ngram.next_system_utterance__postcode cb2 1uj	0.4543	0.9288
11808	4.1-ngram.next_system_utterance__mexico located	0.4537	0.9289
11809	4.1-ngram.next_system_utterance__nanna mexico located	0.4537	0.9289
11810	4.1-ngram.next_system_utterance__located 33 regent	0.4537	0.9289
11811	4.1-ngram.next_system_utterance__mexico located 33	0.4537	0.9289
11812	4.1-ngram.next_system_utterance__greek food moderate	0.4531	0.9291
11813	5-phrase_feature__noun_phrases__next_user_utterance__thia_restaurant	0.4502	0.9297
11814	5-phrase_feature__noun_phrases__next_user_utterance__italian_food	0.4502	0.9297
11815	5-phrase_feature__noun_phrases__next_user_utterance__others	0.4502	0.9297
11816	4.1-ngram.current_user_utterance__cheap restaurant fen	0.4489	0.9300
11817	4.1-ngram.current_user_utterance__restaurant kings hedge	0.4480	0.9302
11818	4.1-ngram.next_user_utterance__noise	0.4473	0.9303
11819	4.1-ngram.next_system_utterance__ranch great venue	0.4471	0.9304
11820	4.1-ngram.next_system_utterance__eagle moderate price	0.4467	0.9304
11821	4.1-ngram.next_system_utterance__eagle moderate	0.4467	0.9304
11822	5-phrase_feature__noun_phrases__current_user_utterance__fast_food	0.4466	0.9305
11823	5-phrase_feature__noun_phrases__current_user_utterance__phone_number_address	0.4455	0.9307
11824	5-phrase_feature__noun_phrases__current_user_utterance__bout	0.4455	0.9307
11825	5-phrase_feature__noun_phrases__current_user_utterance__cherryhinton	0.4455	0.9307
11826	5-phrase_feature__noun_phrases__current_user_utterance__im_trying	0.4455	0.9307
11827	5-phrase_feature__noun_phrases__current_user_utterance__king	0.4455	0.9307
11828	5-phrase_feature__noun_phrases__current_user_utterance__number_address	0.4455	0.9307
11829	5-phrase_feature__noun_phrases__current_user_utterance__pricing	0.4455	0.9307
11830	7-syntactic_feature__root_word__current_user_utterance__texmex	0.4455	0.9307
11831	5-phrase_feature__noun_phrases__current_user_utterance__true_internet	0.4455	0.9307
11832	7-syntactic_feature__root_word__current_user_utterance__tex	0.4455	0.9307
11833	5-phrase_feature__noun_phrases__current_user_utterance__true_internet_connection	0.4455	0.9307
11834	5-phrase_feature__noun_phrases__next_user_utterance__castlehill_area	0.4455	0.9307
11835	5-phrase_feature__noun_phrases__next_user_utterance__centre_area	0.4455	0.9307
11836	5-phrase_feature__noun_phrases__next_user_utterance__city_centre_area	0.4455	0.9307
11837	7-syntactic_feature__root_word__next_user_utterance__one	0.4455	0.9307
11838	7-syntactic_feature__root_word__current_user_utterance__clicking	0.4455	0.9307
11839	5-phrase_feature__noun_phrases__next_user_utterance__fast_food_restaurant	0.4455	0.9307
11840	7-syntactic_feature__root_word__next_user_utterance__sorry	0.4455	0.9307
11841	4.1-ngram.next_system_utterance__humberstone road price	0.4451	0.9308
11842	4.1-ngram.next_system_utterance__food place outstanding	0.4433	0.9312
11843	4.1-ngram.next_system_utterance__place outstanding	0.4433	0.9312
11844	4.1-ngram.next_system_utterance__outstanding restaurant romsey	0.4412	0.9316
11845	4.1-ngram.next_system_utterance__number 01223323361 price	0.4409	0.9317
11846	4.1-ngram.next_system_utterance__01223323361 price main	0.4409	0.9317
11847	4.1-ngram.next_system_utterance__01223323361 price	0.4409	0.9317
11848	4.1-ngram.current_user_utterance__expensive range	0.4406	0.9317
11849	4.1-ngram.next_system_utterance__number 196	0.4403	0.9318
11850	4.1-ngram.next_system_utterance__bar 01223410519	0.4403	0.9318
11851	4.1-ngram.next_system_utterance__meze bar 01223410519	0.4403	0.9318
11852	4.1-ngram.next_system_utterance__number 196 meze	0.4403	0.9318
11853	4.1-ngram.next_system_utterance__phone number 196	0.4403	0.9318
11854	4.1-ngram.current_user_utterance__cheap price	0.4402	0.9318
11855	4.1-ngram.next_system_utterance__newnham town outstanding	0.4396	0.9319
11856	4.1-ngram.current_user_utterance__restaurant addenbrookes	0.4381	0.9323
11857	4.1-ngram.next_system_utterance__school lane phone	0.4380	0.9323
11858	4.1-ngram.next_system_utterance__phone number 01223902126	0.4380	0.9323
11859	4.1-ngram.next_system_utterance__number 01223902126	0.4380	0.9323
11860	4.1-ngram.next_system_utterance__restaurant place	0.4380	0.9323
11861	4.1-ngram.next_system_utterance__restaurant place serves	0.4380	0.9323
11862	4.1-ngram.next_system_utterance__hong house 01223355227	0.4378	0.9323
11863	4.1-ngram.next_system_utterance__01223355227	0.4378	0.9323
11864	4.1-ngram.next_system_utterance__phone number lan	0.4378	0.9323
11865	4.1-ngram.next_system_utterance__number lan	0.4378	0.9323
11866	4.1-ngram.next_system_utterance__house 01223355227	0.4378	0.9323
11867	4.1-ngram.next_system_utterance__number lan hong	0.4378	0.9323
11868	4.1-ngram.next_system_utterance__cb1 7dy located	0.4366	0.9326
11869	4.1-ngram.next_system_utterance__7dy located	0.4366	0.9326
11870	4.1-ngram.current_user_utterance__id like restaurant	0.4356	0.9328
11871	4.1-ngram.current_user_utterance__rest	0.4355	0.9328
11872	4.1-ngram.current_user_utterance__restaurant romsey area	0.4341	0.9331
11873	4.1-ngram.current_user_utterance__restaurant girton	0.4334	0.9333
11874	7-syntactic_feature__root_word__current_user_utterance__noise	0.4323	0.9335
11875	4.1-ngram.next_system_utterance__rainbow cafe moderate	0.4321	0.9335
11876	4.1-ngram.current_user_utterance__care area	0.4318	0.9336
11877	5-phrase_feature__noun_phrases__next_system_utterance__university	0.4306	0.9339
11878	4.1-ngram.next_user_utterance__expensive range	0.4300	0.9340
11879	4.1-ngram.next_system_utterance__caffe uno riverside	0.4291	0.9342
11880	4.1-ngram.next_system_utterance__uno riverside	0.4291	0.9342
11881	4.1-ngram.next_system_utterance__uno riverside town	0.4291	0.9342
11882	4.1-ngram.next_system_utterance__house area postcode	0.4282	0.9344
11883	4.1-ngram.next_system_utterance__house area	0.4282	0.9344
11884	7-syntactic_feature__root_word__current_user_utterance__trumpington	0.4279	0.9344
11885	4.1-ngram.next_system_utterance__phone number 01223864602	0.4275	0.9345
11886	4.1-ngram.next_system_utterance__number 01223864602	0.4275	0.9345
11887	4.1-ngram.next_system_utterance__road milton phone	0.4275	0.9345
11888	4.1-ngram.next_system_utterance__way price main	0.4269	0.9346
11889	4.1-ngram.next_system_utterance__way price	0.4269	0.9346
11890	4.1-ngram.next_system_utterance__clifton way price	0.4269	0.9346
11891	4.1-ngram.next_system_utterance__doesn internet connection	0.4250	0.9350
11892	4.1-ngram.next_system_utterance__doesn internet	0.4250	0.9350
11893	4.1-ngram.next_system_utterance__number 01223323405	0.4230	0.9354
11894	4.1-ngram.next_system_utterance__phone number 01223323405	0.4230	0.9354
11895	4.1-ngram.next_system_utterance__serves japanese	0.4217	0.9357
11896	4.1-ngram.next_system_utterance__serves japanese food	0.4217	0.9357
11897	4.1-ngram.next_system_utterance__seafood great	0.4215	0.9358
11898	4.1-ngram.next_system_utterance__seafood great restaurant	0.4215	0.9358
11899	4.1-ngram.next_system_utterance__serves seafood great	0.4215	0.9358
11900	4.1-ngram.next_system_utterance__college newmarket	0.4209	0.9359
11901	4.1-ngram.next_system_utterance__regional college newmarket	0.4209	0.9359
11902	4.1-ngram.next_system_utterance__college newmarket road	0.4209	0.9359
11903	4.1-ngram.next_system_utterance__regional college	0.4209	0.9359
11904	4.1-ngram.next_system_utterance__cambridge regional college	0.4209	0.9359
11905	4.1-ngram.next_system_utterance__cambridge regional	0.4209	0.9359
11906	4.1-ngram.next_system_utterance__regional	0.4209	0.9359
11907	4.1-ngram.current_user_utterance__uh im looking	0.4209	0.9359
11908	4.1-ngram.next_system_utterance__hakka 01223568988 price	0.4201	0.9361
11909	4.1-ngram.next_system_utterance__01223568988 price main	0.4201	0.9361
11910	4.1-ngram.next_system_utterance__01223568988 price	0.4201	0.9361
11911	4.1-ngram.next_system_utterance__court phone number	0.4171	0.9367
11912	4.1-ngram.next_system_utterance__court phone	0.4171	0.9367
11913	4.1-ngram.next_system_utterance__number 01223316722	0.4171	0.9367
11914	4.1-ngram.next_system_utterance__phone number 01223316722	0.4171	0.9367
11915	4.1-ngram.next_system_utterance__russell court phone	0.4171	0.9367
11916	7-syntactic_feature__obj_word__next_user_utterance__connection	0.4165	0.9368
11917	4.1-ngram.current_user_utterance__centre area	0.4162	0.9369
11918	4.1-ngram.current_user_utterance__city centre area	0.4162	0.9369
11919	4.1-ngram.next_system_utterance__fyne outstanding venue	0.4151	0.9371
11920	4.1-ngram.next_system_utterance__01223316722 area postcode	0.4143	0.9373
11921	4.1-ngram.next_system_utterance__01223316722 area	0.4143	0.9373
11922	4.1-ngram.next_system_utterance__alma 01223316722 area	0.4143	0.9373
11923	4.1-ngram.next_system_utterance__cb1 2lf	0.4142	0.9373
11924	4.1-ngram.next_system_utterance__postcode cb1 2lf	0.4142	0.9373
11925	4.1-ngram.next_system_utterance__hong house area	0.4142	0.9373
11926	4.1-ngram.next_system_utterance__2lf	0.4142	0.9373
11927	4.1-ngram.next_system_utterance__01223306306 price main	0.4139	0.9373
11928	4.1-ngram.next_system_utterance__01223306306 price	0.4139	0.9373
11929	4.1-ngram.next_system_utterance__taverna outstanding restaurant	0.4130	0.9375
11930	4.1-ngram.next_user_utterance__uh ok	0.4128	0.9376
11931	4.1-ngram.next_system_utterance__blue serves english	0.4124	0.9377
11932	4.1-ngram.next_system_utterance__blue serves	0.4124	0.9377
11933	4.1-ngram.next_system_utterance__cambridge blue serves	0.4124	0.9377
11934	4.1-ngram.current_user_utterance__yes like	0.4116	0.9378
11935	4.1-ngram.next_system_utterance__serves continental food	0.4115	0.9379
11936	4.1-ngram.current_user_utterance__ya ah	0.4111	0.9379
11937	4.1-ngram.next_system_utterance__french food	0.4105	0.9381
11938	4.1-ngram.current_user_utterance__restaurant expensive	0.4097	0.9382
11939	4.1-ngram.next_system_utterance__histon road area	0.4081	0.9386
11940	4.1-ngram.current_user_utterance__restaurant area	0.4073	0.9387
11941	4.1-ngram.current_user_utterance__whats address area	0.4069	0.9388
11942	4.1-ngram.current_user_utterance__middle eastern restaurant	0.4066	0.9389
11943	4.1-ngram.current_user_utterance__eastern restaurant	0.4066	0.9389
11944	4.1-ngram.current_user_utterance__like traditional	0.4051	0.9392
11945	5-phrase_feature__noun_phrases__current_user_utterance__city_center_area	0.4033	0.9396
11946	4.1-ngram.next_system_utterance__fusion	0.4024	0.9397
11947	4.1-ngram.next_system_utterance__alimentum outstanding venue	0.4008	0.9401
11948	4.1-ngram.next_system_utterance__internet connection price	0.3978	0.9407
11949	4.1-ngram.next_system_utterance__connection price	0.3978	0.9407
11950	4.1-ngram.next_system_utterance__connection price main	0.3978	0.9407
11951	4.1-ngram.next_system_utterance__leisure park serves	0.3968	0.9409
11952	4.1-ngram.next_system_utterance__park serves	0.3968	0.9409
11953	4.1-ngram.next_system_utterance__park serves mediterranean	0.3968	0.9409
11954	4.1-ngram.current_user_utterance__ca	0.3965	0.9410
11955	4.1-ngram.next_system_utterance__king	0.3965	0.9410
11956	4.1-ngram.next_user_utterance__im looking international	0.3945	0.9414
11957	4.1-ngram.next_system_utterance__fee great restaurant	0.3938	0.9415
11958	4.1-ngram.next_system_utterance__entrance fee great	0.3938	0.9415
11959	4.1-ngram.next_system_utterance__fee great	0.3938	0.9415
11960	4.1-ngram.next_system_utterance__lucky star area	0.3937	0.9415
11961	4.1-ngram.next_system_utterance__star area postcode	0.3937	0.9415
11962	4.1-ngram.next_system_utterance__star area	0.3937	0.9415
11963	4.1-ngram.next_user_utterance__whats address area	0.3921	0.9419
11964	4.1-ngram.current_user_utterance__know pub	0.3919	0.9419
11965	4.1-ngram.current_user_utterance__want know pub	0.3919	0.9419
11966	4.1-ngram.current_user_utterance__mediterranean restaurant moderate	0.3916	0.9420
11967	4.1-ngram.next_system_utterance__children cheap	0.3910	0.9421
11968	4.1-ngram.next_system_utterance__children cheap price	0.3910	0.9421
11969	4.1-ngram.next_system_utterance__allows children cheap	0.3910	0.9421
11970	4.1-ngram.next_system_utterance__196 road	0.3909	0.9421
11971	4.1-ngram.next_system_utterance__meze bar located	0.3909	0.9421
11972	4.1-ngram.next_system_utterance__located 196 road	0.3909	0.9421
11973	4.1-ngram.next_system_utterance__bar located 196	0.3909	0.9421
11974	4.1-ngram.next_system_utterance__bar cheap price	0.3907	0.9422
11975	4.1-ngram.next_system_utterance__bar cheap	0.3907	0.9422
11976	4.1-ngram.next_system_utterance__newnham price	0.3898	0.9423
11977	4.1-ngram.next_system_utterance__newnham price main	0.3898	0.9423
11978	4.1-ngram.next_system_utterance__road newnham price	0.3898	0.9423
11979	4.1-ngram.next_system_utterance__english food expensive	0.3882	0.9427
11980	4.1-ngram.next_system_utterance__chiquito great venue	0.3867	0.9430
11981	4.1-ngram.next_system_utterance__house church lane	0.3862	0.9431
11982	4.1-ngram.next_system_utterance__ale house church	0.3862	0.9431
11983	4.1-ngram.next_system_utterance__house church	0.3862	0.9431
11984	4.1-ngram.next_system_utterance__wine pounds 30	0.3856	0.9432
11985	4.1-ngram.next_system_utterance__30 price	0.3856	0.9432
11986	4.1-ngram.next_system_utterance__pounds 30 price	0.3856	0.9432
11987	4.1-ngram.next_system_utterance__pounds 49 pounds	0.3856	0.9432
11988	4.1-ngram.next_system_utterance__beer pounds 40	0.3856	0.9432
11989	4.1-ngram.next_system_utterance__49 pounds 49	0.3856	0.9432
11990	4.1-ngram.next_system_utterance__30 price cheapest	0.3856	0.9432
11991	4.1-ngram.next_system_utterance__49 pounds	0.3856	0.9432
11992	4.1-ngram.next_system_utterance__ranges pounds 49	0.3856	0.9432
11993	4.1-ngram.current_user_utterance__alright	0.3855	0.9432
11994	4.1-ngram.next_system_utterance__located university	0.3852	0.9433
11995	4.1-ngram.next_system_utterance__located university centre	0.3852	0.9433
11996	4.1-ngram.current_user_utterance__restaurant city center	0.3852	0.9433
11997	4.1-ngram.next_system_utterance__95 15	0.3850	0.9433
11998	4.1-ngram.next_system_utterance__95 15 pounds	0.3850	0.9433
11999	4.1-ngram.next_system_utterance__pounds 95 15	0.3850	0.9433
12000	4.1-ngram.next_system_utterance__15 pounds 95	0.3850	0.9433
12001	4.1-ngram.next_system_utterance__casbah outstanding venue	0.3823	0.9439
12002	4.1-ngram.current_user_utterance__yes phone	0.3816	0.9440
12003	4.1-ngram.current_user_utterance__yes phone number	0.3816	0.9440
12004	4.1-ngram.next_system_utterance__trumpington town outstanding	0.3802	0.9443
12005	4.1-ngram.next_system_utterance__lane huntingdon road	0.3795	0.9444
12006	4.1-ngram.next_system_utterance__lane huntingdon	0.3795	0.9444
12007	4.1-ngram.next_system_utterance__felix whitehouse lane	0.3795	0.9444
12008	4.1-ngram.next_system_utterance__hotel felix whitehouse	0.3795	0.9444
12009	4.1-ngram.next_system_utterance__hotel felix	0.3795	0.9444
12010	4.1-ngram.next_system_utterance__whitehouse	0.3795	0.9444
12011	4.1-ngram.next_system_utterance__felix	0.3795	0.9444
12012	4.1-ngram.next_system_utterance__huntingdon road	0.3795	0.9444
12013	4.1-ngram.next_system_utterance__felix whitehouse	0.3795	0.9444
12014	4.1-ngram.next_system_utterance__whitehouse lane	0.3795	0.9444
12015	4.1-ngram.next_system_utterance__huntingdon	0.3795	0.9444
12016	4.1-ngram.next_system_utterance__whitehouse lane huntingdon	0.3795	0.9444
12017	4.1-ngram.current_user_utterance__want fast food	0.3789	0.9446
12018	4.1-ngram.current_user_utterance__want fast	0.3789	0.9446
12019	4.1-ngram.next_system_utterance__90 price cappuccino	0.3785	0.9446
12020	4.1-ngram.next_system_utterance__cappuccino pound 80	0.3785	0.9446
12021	4.1-ngram.next_system_utterance__90 price	0.3785	0.9446
12022	4.1-ngram.next_system_utterance__10 pounds 12	0.3785	0.9446
12023	4.1-ngram.next_system_utterance__pounds 90 price	0.3785	0.9446
12024	4.1-ngram.next_system_utterance__wine pounds 90	0.3785	0.9446
12025	4.1-ngram.next_system_utterance__pound 80	0.3785	0.9446
12026	4.1-ngram.current_user_utterance__vegetarian restaurant	0.3784	0.9447
12027	4.1-ngram.next_system_utterance__number 01223327908 price	0.3764	0.9451
12028	4.1-ngram.next_system_utterance__andrews street phone	0.3764	0.9451
12029	4.1-ngram.next_system_utterance__01223327908 price	0.3764	0.9451
12030	4.1-ngram.next_system_utterance__phone number 01223327908	0.3764	0.9451
12031	4.1-ngram.next_system_utterance__01223327908 price main	0.3764	0.9451
12032	4.1-ngram.next_system_utterance__number 01223327908	0.3764	0.9451
12033	4.1-ngram.next_system_utterance__01223314954 price main	0.3757	0.9452
12034	4.1-ngram.next_system_utterance__number 01223314954 price	0.3757	0.9452
12035	4.1-ngram.next_system_utterance__01223314954 price	0.3757	0.9452
12036	8.1-lda_feature.current_user_utterance__topic_26	0.3756	0.9452
12037	4.1-ngram.next_system_utterance__town serves traditional	0.3754	0.9453
12038	4.1-ngram.current_user_utterance__like address phone	0.3749	0.9454
12039	4.1-ngram.next_system_utterance__alma allows	0.3745	0.9454
12040	4.1-ngram.next_system_utterance__alma allows children	0.3745	0.9454
12041	4.1-ngram.next_system_utterance__postcode cb5 8je	0.3743	0.9455
12042	4.1-ngram.next_system_utterance__cb5 8je	0.3743	0.9455
12043	4.1-ngram.next_system_utterance__8je	0.3743	0.9455
12044	4.1-ngram.next_system_utterance__wrestlers area	0.3743	0.9455
12045	4.1-ngram.next_system_utterance__wrestlers area postcode	0.3743	0.9455
12046	4.1-ngram.next_user_utterance__type food venue	0.3737	0.9456
12047	4.1-ngram.next_user_utterance__food venue	0.3737	0.9456
12048	4.1-ngram.next_user_utterance__ya ah	0.3726	0.9458
12049	4.1-ngram.current_user_utterance__looking french restaurant	0.3725	0.9459
12050	4.1-ngram.current_user_utterance__looking french	0.3725	0.9459
12051	4.1-ngram.next_system_utterance__chop house	0.3722	0.9459
12052	4.1-ngram.next_system_utterance__cambridge chop house	0.3722	0.9459
12053	4.1-ngram.next_system_utterance__chop	0.3722	0.9459
12054	4.1-ngram.next_system_utterance__cambridge chop	0.3722	0.9459
12055	4.1-ngram.current_user_utterance__uh im trying	0.3722	0.9459
12056	4.1-ngram.next_system_utterance__restaurant serving continental	0.3719	0.9460
12057	4.1-ngram.next_system_utterance__phone number 01223355909	0.3713	0.9461
12058	4.1-ngram.next_system_utterance__number 01223355909	0.3713	0.9461
12059	4.1-ngram.next_system_utterance__burleigh street phone	0.3713	0.9461
12060	4.1-ngram.current_user_utterance__looking restaurant serving	0.3696	0.9464
12061	4.1-ngram.next_system_utterance__house serves	0.3695	0.9465
12062	4.1-ngram.next_user_utterance__address restaurant	0.3674	0.9469
12063	4.1-ngram.next_user_utterance__cheap restaurant girton	0.3667	0.9470
12064	4.1-ngram.next_system_utterance__bistro outstanding venue	0.3649	0.9474
12065	4.1-ngram.next_user_utterance__ah restaurant	0.3648	0.9474
12066	4.1-ngram.next_system_utterance__mediterranean food	0.3635	0.9477
12067	4.1-ngram.current_user_utterance__looking international	0.3632	0.9477
12068	4.1-ngram.next_user_utterance__th	0.3627	0.9478
12069	4.1-ngram.next_user_utterance__food cheap	0.3623	0.9479
12070	4.1-ngram.current_user_utterance__need pub	0.3620	0.9480
12071	4.1-ngram.next_system_utterance__cambridge blue outstanding	0.3616	0.9480
12072	4.1-ngram.next_system_utterance__blue outstanding	0.3616	0.9480
12073	4.1-ngram.next_system_utterance__blue outstanding cafe	0.3616	0.9480
12074	4.1-ngram.next_user_utterance__cheap restaurant romsey	0.3615	0.9481
12075	8.1-lda_feature.current_user_utterance__topic_42	0.3593	0.9485
12076	4.1-ngram.next_system_utterance__children outstanding pub	0.3584	0.9487
12077	4.1-ngram.next_system_utterance__children outstanding	0.3584	0.9487
12078	4.1-ngram.next_system_utterance__allows children outstanding	0.3584	0.9487
12079	4.1-ngram.next_system_utterance__01223413000 price	0.3582	0.9487
12080	4.1-ngram.next_system_utterance__01223413000 price main	0.3582	0.9487
12081	4.1-ngram.next_system_utterance__newmarket road area	0.3562	0.9491
12082	4.1-ngram.next_system_utterance__cb5 8dz	0.3562	0.9491
12083	4.1-ngram.next_system_utterance__postcode cb5 8dz	0.3562	0.9491
12084	4.1-ngram.next_system_utterance__8dz	0.3562	0.9491
12085	4.1-ngram.next_system_utterance__pounds 80 11	0.3545	0.9495
12086	4.1-ngram.next_system_utterance__80 11 pounds	0.3545	0.9495
12087	4.1-ngram.next_system_utterance__11 pounds 80	0.3545	0.9495
12088	4.1-ngram.next_system_utterance__80 11	0.3545	0.9495
12089	4.1-ngram.current_user_utterance__venues	0.3542	0.9495
12090	4.1-ngram.next_system_utterance__centre granta place	0.3539	0.9496
12091	4.1-ngram.next_system_utterance__centre granta	0.3539	0.9496
12092	4.1-ngram.next_system_utterance__university centre	0.3539	0.9496
12093	4.1-ngram.next_system_utterance__university centre granta	0.3539	0.9496
12094	5-phrase_feature__noun_phrases__current_user_utterance__sea_food	0.3527	0.9498
12095	7-syntactic_feature__root_word__current_user_utterance__connection	0.3527	0.9498
12096	5-phrase_feature__noun_phrases__current_user_utterance__sea	0.3527	0.9498
12097	4.1-ngram.next_user_utterance__looking cheap price	0.3519	0.9500
12098	4.1-ngram.next_user_utterance__oh	0.3505	0.9503
12099	4.1-ngram.next_system_utterance__wheatsheaf outstanding venue	0.3504	0.9503
12100	5-phrase_feature__noun_phrases__current_user_utterance__hedges_area	0.3504	0.9503
12101	4.1-ngram.current_user_utterance__restaurant need	0.3490	0.9506
12102	4.1-ngram.current_user_utterance__inexpensive	0.3471	0.9509
12103	4.1-ngram.next_system_utterance__place serves traditional	0.3466	0.9510
12104	4.1-ngram.next_system_utterance__restaurant serving chinese	0.3460	0.9512
12105	4.1-ngram.current_user_utterance__restaurant expensive price	0.3448	0.9514
12106	4.1-ngram.current_user_utterance__medium	0.3441	0.9515
12107	4.1-ngram.next_user_utterance__know address postcode	0.3438	0.9516
12108	4.1-ngram.next_system_utterance__01223371081 price main	0.3438	0.9516
12109	4.1-ngram.next_system_utterance__01223371081 price	0.3438	0.9516
12110	4.1-ngram.next_system_utterance__bar 01223371081 price	0.3438	0.9516
12111	4.1-ngram.current_user_utterance__address restaurant prices	0.3423	0.9519
12112	4.1-ngram.current_user_utterance__restaurant prices	0.3423	0.9519
12113	4.1-ngram.current_user_utterance__noise im looking	0.3414	0.9521
12114	4.1-ngram.current_user_utterance__city center area	0.3414	0.9521
12115	4.1-ngram.next_system_utterance__raza great restaurant	0.3414	0.9521
12116	4.1-ngram.next_system_utterance__place serves japanese	0.3384	0.9527
12117	4.1-ngram.next_user_utterance__thats right	0.3384	0.9527
12118	4.1-ngram.next_system_utterance__restaurant trumpington	0.3376	0.9528
12119	4.1-ngram.current_user_utterance__unintelligible area	0.3364	0.9530
12120	4.1-ngram.next_system_utterance__continental french	0.3359	0.9531
12121	4.1-ngram.current_user_utterance__noise im	0.3358	0.9532
12122	4.1-ngram.next_system_utterance__granta place	0.3353	0.9532
12123	4.1-ngram.current_user_utterance__contemporary restaurant free	0.3339	0.9535
12124	4.1-ngram.next_user_utterance__venues	0.3337	0.9536
12125	4.1-ngram.current_user_utterance__chinese restaurant city	0.3318	0.9539
12126	4.1-ngram.current_user_utterance__restaurant price	0.3307	0.9541
12127	4.1-ngram.current_user_utterance__price range dont	0.3298	0.9543
12128	4.1-ngram.current_user_utterance__range dont	0.3298	0.9543
12129	4.1-ngram.current_user_utterance__great	0.3295	0.9544
12130	4.1-ngram.next_user_utterance__range dont	0.3284	0.9546
12131	4.1-ngram.next_user_utterance__price range dont	0.3284	0.9546
12132	4.1-ngram.current_user_utterance__yes dont	0.3265	0.9550
12133	4.1-ngram.current_user_utterance__yes dont care	0.3265	0.9550
12134	4.1-ngram.next_system_utterance__7dy located unit	0.3252	0.9552
